,diaPostagem,hora,codigo,nomeAds,precoAds,cidade,bairro,cep,urlAds
118,Ontem,22:31,1009979608,Conjunto de pulseiras e anel,25.0,Rio de Janeiro, Quintino Bocaiúva - DDD 21,21380400,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/conjunto-de-pulseiras-e-anel-1009979608
119,Ontem,22:31,993747129,Pulseira prata 925 tartaruga,109.0,Rio de Janeiro, Campo Grande - DDD 21,23092080,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/pulseira-prata-925-tartaruga-993747129
120,Ontem,22:31,1010172778,Cartela Trio de Brinco Semijoias - Aço Inox Hipoalergênico,12.0,Rio de Janeiro, Irajá - DDD 21,21230810,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/cartela-trio-de-brinco-semijoias-aco-inox-hipoalergenico-1010172778
121,,,,,,,,,
122,Ontem,22:31,1013672816,Cordão Família - Aço Inox,24.0,Rio de Janeiro, Irajá - DDD 21,21230810,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/cordao-familia-aco-inox-1013672816
123,Ontem,22:31,1013743740,Relógio bulgari funciona Prova dágua,310.0,Rio de Janeiro, Tanque - DDD 21,22733150,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-bulgari-funciona-prova-dagua-1013743740
124,Ontem,22:31,1008179095,Bonés várias marcas atacadão,12.0,,,28950020,https://rj.olx.com.br/norte-do-estado-do-rio/bijouteria-relogios-e-acessorios/bones-varias-marcas-atacadao-1008179095
125,Ontem,22:31,1006391546,Anel dourado de aço,50.0,Rio de Janeiro, Vista Alegre - DDD 21,21230630,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/anel-dourado-de-aco-1006391546
126,Ontem,22:31,1009284412,Relógio Baby G - Casio - G-Gshock - Feminino,700.0,Rio de Janeiro, Tijuca - DDD 21,20521060,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-baby-g-casio-g-gshock-feminino-1009284412
127,Ontem,22:31,1012755741,"Invicta masculino Pro Diver, dourado (modelo: 0074)  ",430.0,Rio de Janeiro, Pechincha - DDD 21,22740310,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-masculino-pro-diver-dourado-modelo-0074-1012755741
128,Ontem,22:31,1009210689,Smartwatch Mi Band 6 Xiaomi Original Lacrado,239.0,Rio de Janeiro, Centro - DDD 21,20221410,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/smartwatch-mi-band-6-xiaomi-original-lacrado-1009210689
129,Ontem,22:31,1009209655,Smartwatch Amazfit Gts Original Lacrado,509.0,Rio de Janeiro, Centro - DDD 21,20221410,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/smartwatch-amazfit-gts-original-lacrado-1009209655
130,,,,,,,,,
131,Ontem,22:31,1009226307,Relógio Naviforce 9163 - Luxo,149.0,Rio de Janeiro, Centro - DDD 21,20221410,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-naviforce-9163-luxo-1009226307
132,Ontem,22:31,1014606010,Cabide noiva,30.0,Rio de Janeiro, Piedade - DDD 21,20740380,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/cabide-noiva-1014606010
133,Ontem,22:31,1011160449,Invicta S1 Rally ,500.0,São Gonçalo, Jardim Alcântara - DDD 21,24710230,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-s1-rally-1011160449
134,Ontem,22:31,1009207266,Smartwatch Iwo W37 Serie 7 Original Lacrado,189.0,Rio de Janeiro, Centro - DDD 21,20221410,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/smartwatch-iwo-w37-serie-7-original-lacrado-1009207266
135,Ontem,22:31,1006387243,Brinco amarelo.,30.0,Rio de Janeiro, Vista Alegre - DDD 21,21230630,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/brinco-amarelo-1006387243
136,Ontem,22:31,1012667744,Perfume Carolina Herrera Good Girl-50ml. NOVO.,300.0,Maricá, Jardim Atlântico Leste (Itaipuaçu) - DDD 21,24933545,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/perfume-carolina-herrera-good-girl-50ml-novo-1012667744
137,,,,,,,,,
138,Ontem,22:31,1013429577,Boné Lakers adidas original ,80.0,Rio de Janeiro, Leblon - DDD 21,22431080,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/bone-lakers-adidas-original-1013429577
139,Ontem,22:31,1006389577,Cordão gota,30.0,Rio de Janeiro, Vista Alegre - DDD 21,21230630,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/cordao-gota-1006389577
140,Ontem,22:31,1006408480,Oculos Escuros Oakley Original Branco,350.0,Rio de Janeiro, Vila Isabel - DDD 21,20551055,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/oculos-escuros-oakley-original-branco-1006408480
141,Ontem,22:31,1008169960,Chaveiro com nome,12.0,Nova Iguaçu, da Luz - DDD 21,26261220,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/chaveiro-com-nome-1008169960
142,Ontem,22:31,1010993353,Óculos de sol Ray-Ban,20.0,Rio de Janeiro, Engenho Novo - DDD 21,20961110,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/oculos-de-sol-ray-ban-1010993353
143,Ontem,22:31,1013813389,Relógio mida,4800.0,Rio de Janeiro, Barra da Tijuca - DDD 21,22630021,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-mida-1013813389
144,Ontem,22:31,1007378477,Phone strap ,20.0,Rio das Ostras, Centro - DDD 22,28893066,https://rj.olx.com.br/norte-do-estado-do-rio/bijouteria-relogios-e-acessorios/phone-strap-1007378477
145,,,,,,,,,
146,Ontem,22:31,1009236240,touca tumblr bad hair day preta,20.0,Rio de Janeiro, Recreio dos Bandeirantes - DDD 21,22790382,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/touca-tumblr-bad-hair-day-preta-1009236240
147,Ontem,22:31,1007466003,Invicta Magno Zeus,150.0,Rio de Janeiro, Bonsucesso - DDD 21,21050750,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-magno-zeus-1007466003
148,Ontem,22:31,1012832115,Tiara  de cabelo de luxo,65.0,Rio de Janeiro, Rio Comprido - DDD 21,20261004,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/tiara-de-cabelo-de-luxo-1012832115
149,Ontem,22:31,1011022256,Relógio Mondaine Ancre ,450.0,Rio de Janeiro, Barra da Tijuca - DDD 21,22631280,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-mondaine-ancre-1011022256
150,Ontem,22:31,1009198405,Relógio Orient Slim MGSS1126 C2KX - Dourado,250.0,Campos dos Goytacazes, Centro - DDD 22,28010000,https://rj.olx.com.br/norte-do-estado-do-rio/bijouteria-relogios-e-acessorios/relogio-orient-slim-mgss1126-c2kx-dourado-1009198405
151,Ontem,22:31,1008449459,"Porta-brincos dobrável, 4 painéis de acrílico, organizador de joias",30.0,Rio de Janeiro, Pechincha - DDD 21,22770104,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/porta-brincos-dobravel-4-paineis-de-acrilico-organizador-de-joias-1008449459
152,,,,,,,,,
153,Ontem,22:31,1012595352,Óculos de sol rayban (original),40.0,Niterói, Centro - DDD 21,24030040,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/oculos-de-sol-rayban-original-1012595352
154,Ontem,22:31,1012747137,Cordão de prata Bali Ponto Peruano,580.0,Niterói, Centro - DDD 21,24030078,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/cordao-de-prata-bali-ponto-peruano-1012747137
155,Ontem,22:31,1007990174, Tissot 1853 PRC 200  T461 Relíquia ,1299.0,Duque de Caxias, Engenho do Porto - DDD 21,25015260,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/tissot-1853-prc-200-t461-reliquia-1007990174
156,Ontem,22:31,1012720020,Smartwatch W27 Pro Série 7 com nfc + brindes,320.0,Mesquita, Chatuba - DDD 21,26587460,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/smartwatch-w27-pro-serie-7-com-nfc-brindes-1012720020
157,Ontem,22:31,1011995041,Relogio tag heuer original ,5000.0,Petrópolis, Vale do Carangola - DDD 24,25715397,https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/bijouteria-relogios-e-acessorios/relogio-tag-heuer-original-1011995041
158,Ontem,22:31,842543631,"Conjunto de capinhas , iPhone 7 plus",120.0,Rio de Janeiro, Madureira - DDD 21,21370030,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/conjunto-de-capinhas-iphone-7-plus-842543631
159,Ontem,22:31,1004916915,Armação de grau Rayban original ,50.0,Rio de Janeiro, Glória - DDD 21,22211230,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/armacao-de-grau-rayban-original-1004916915
160,Ontem,22:31,1009170288,Relógio inteligente X8 Max - Com Garantia ,130.0,Rio de Janeiro, Botafogo - DDD 21,22250040,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-inteligente-x8-max-com-garantia-1009170288
161,Ontem,22:31,1006280760,Excelente Relógio Orient.,250.0,,,28860000,https://rj.olx.com.br/norte-do-estado-do-rio/bijouteria-relogios-e-acessorios/excelente-relogio-orient-1006280760
162,Ontem,22:31,1012783050,Relógio technos OS10CE,359.0,São Gonçalo, Jardim Independência - DDD 21,24743543,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-technos-os10ce-1012783050
163,Ontem,22:31,1006483558,Relógio Smartwatch HW21 Para Android e IOS Unissex (Azul ou prata),199.0,Rio de Janeiro, Pechincha - DDD 21,22770235,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-smartwatch-hw21-para-android-e-ios-unissex-azul-ou-prata-1006483558
164,Ontem,22:31,1014310791,Relógio tigershark borracha cronômetro 50mm de mostrador ,150.0,,,26000000,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-tigershark-borracha-cronometro-50mm-de-mostrador-1014310791
165,Ontem,22:31,1009784885,Relógio original ainda na garantia,180.0,Campos dos Goytacazes, Parque Pecuária - DDD 22,28053100,https://rj.olx.com.br/norte-do-estado-do-rio/bijouteria-relogios-e-acessorios/relogio-original-ainda-na-garantia-1009784885
166,Ontem,22:31,1008137950,Relógio  Technos masculino T20557 original ,450.0,Mesquita, Chatuba - DDD 21,26585470,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-technos-masculino-t20557-original-1008137950
167,Ontem,22:31,1013294425,Óculos do MC Poze ,200.0,Duque de Caxias, Vila São Luís - DDD 21,25065142,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/oculos-do-mc-poze-1013294425
168,Ontem,22:31,1010012208,Vendo corrente banhada a ouro  ,450.0,Volta Redonda, Dom Bosco - DDD 24,27286110,https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/bijouteria-relogios-e-acessorios/vendo-corrente-banhada-a-ouro-1010012208
169,Ontem,22:24,1015489077,Porta joia modelo carruagem ,50.0,Rio de Janeiro, São Conrado - DDD 21,22610070,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/porta-joia-modelo-carruagem-1015489077
170,,,,,,,,,
171,Ontem,22:21,1015488765,Tiara com brilho,25.0,Rio de Janeiro, São Conrado - DDD 21,22610070,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/tiara-com-brilho-1015488765
172,Ontem,22:21,963237299,Relogio smartwatch bluetooth hoopson rsh-100 Ref. 983757,219.0,Rio de Janeiro, Bangu - DDD 21,21820030,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-smartwatch-bluetooth-hoopson-rsh-100-ref-983757-963237299
173,Ontem,22:20,1015488637,Smartwatch P8 se cor: azul Novo  original ,150.0,São Gonçalo, Alcântara - DDD 21,24710530,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/smartwatch-p8-se-cor-azul-novo-original-1015488637
174,Ontem,22:18,1015488425,Rayban Original Feminino Usado,100.0,Niterói, Santa Rosa - DDD 21,24240680,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/rayban-original-feminino-usado-1015488425
175,Ontem,22:14,1015488040,Arco de pérolas uso infantil ou adulto ,25.0,Rio de Janeiro, São Conrado - DDD 21,22610070,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/arco-de-perolas-uso-infantil-ou-adulto-1015488040
176,Ontem,22:09,1015487074,Conjunto de gargantilha com pérolas e uma pulseira ,69.0,Rio de Janeiro, São Conrado - DDD 21,22610070,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/conjunto-de-gargantilha-com-perolas-e-uma-pulseira-1015487074
177,,,,,,,,,
178,Ontem,22:08,1015486391,Invicta Relógio Novo,699.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-relogio-novo-1015486391
179,Ontem,22:08,1015486325,Invicta Relógio Novo,699.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-relogio-novo-1015486325
180,Ontem,22:08,1015486308,Invicta Relógio Novo,699.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-relogio-novo-1015486308
181,Ontem,22:07,1015486292,Invicta Relógio Novo,699.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-relogio-novo-1015486292
182,Ontem,22:07,1015486132,Invicta Relógio Novo,699.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-relogio-novo-1015486132
183,Ontem,22:07,1015485864,Invicta,499.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015485864
184,Ontem,22:06,1015485684,Invicta,649.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015485684
185,Ontem,22:06,1015485661,Invicta,499.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015485661
186,,,,,,,,,
187,Ontem,22:06,1015485575,Invicta,649.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015485575
188,Ontem,22:06,1015485547,Invicta,649.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015485547
189,Ontem,22:06,1015485510,Invicta,649.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015485510
190,Ontem,22:05,1015485408,Invicta,649.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015485408
191,Ontem,22:05,1015485339,Invicta S1,450.0,Rio de Janeiro, Magalhães Bastos - DDD 21,21745310,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-s1-1015485339
192,Ontem,22:05,1004055639,Relógio Swatch Irony Diaphane,180.0,Rio de Janeiro, Jacarepaguá - DDD 21,22775045,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-swatch-irony-diaphane-1004055639
193,,,,,,,,,
194,Ontem,22:04,665613704,14 mm Super Larga a mais Larga da OLX ligue 24- *,,Volta Redonda, Vila Mury - DDD 24,27281040,https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/bijouteria-relogios-e-acessorios/14-mm-super-larga-a-mais-larga-da-olx-ligue-24-665613704
195,Ontem,22:03,1015484850,Citizen Aqualand,0.0,São João de Meriti, Agostinho Porto - DDD 21,25545120,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/citizen-aqualand-1015484850
196,Ontem,22:03,1015484780,Invicta,599.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015484780
197,Ontem,22:03,1015484756,Invicta,599.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015484756
198,Ontem,22:03,1015484739,Invicta,599.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015484739
199,Ontem,22:03,1015484722,Invicta,599.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015484722
200,Ontem,22:02,1015484708,Invicta,599.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015484708
201,,,,,,,,,
202,Ontem,22:02,1015484646,Invicta,599.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015484646
203,Ontem,22:02,1015484623,Invicta,599.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-1015484623
204,Ontem,22:02,1015484574,Invicta PRONTA ENTREGA,699.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-pronta-entrega-1015484574
205,Ontem,22:02,1015484529,Invicta PRONTA ENTREGA,699.0,Rio de Janeiro, Madureira - DDD 21,21351900,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/invicta-pronta-entrega-1015484529
206,Ontem,22:02,1015484533,Óculos Oakley lupa descanso ,100.0,Rio de Janeiro, Olaria - DDD 21,21021020,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/oculos-oakley-lupa-descanso-1015484533
207,Ontem,22:02,1006510497,"Relógio + Tênis = 130,00 <br>",130.0,Rio de Janeiro, Coelho Neto - DDD 21,21530080,https://rj.olx.com.br/rio-de-janeiro-e-regiao/roupas-e-calcados/relogio-tenis-130-00-br-1006510497
208,,,,,,,,,
209,Ontem,22:02,1006209992,"Relógio Casio digital, original na caixa ",200.0,Rio de Janeiro, Sampaio - DDD 21,20950072,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-casio-digital-original-na-caixa-1006209992
210,Ontem,22:02,1010762819,Smartwatch iwo w37 pro serie 7 com película e capa,286.0,Nova Iguaçu, Prata - DDD 21,26010370,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/smartwatch-iwo-w37-pro-serie-7-com-pelicula-e-capa-1010762819
211,Ontem,22:02,993879498,Relógio feminino da marca bulova,1500.0,Rio de Janeiro, Gamboa - DDD 21,20221310,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-feminino-da-marca-bulova-993879498
212,Ontem,22:02,1007448111,Pulseira olho grego com madrepérola. Prata 925,100.0,Rio de Janeiro, Taquara - DDD 21,22720400,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/pulseira-olho-grego-com-madreperola-prata-925-1007448111
213,Ontem,22:02,1010772304,CORDÃO BANHADO A OURO ,250.0,São Pedro da Aldeia, Pinheiros - DDD 22,28948417,https://rj.olx.com.br/norte-do-estado-do-rio/bijouteria-relogios-e-acessorios/cordao-banhado-a-ouro-1010772304
214,Ontem,22:01,1006192634,Par de alianças de tungstênio a partir de 259,259.0,Seropédica, Fazenda Caxias - DDD 21,23895160,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/par-de-aliancas-de-tungstenio-a-partir-de-259-1006192634
215,Ontem,22:01,993859033,Óculos de sol Versace com logo,300.0,Niterói, Icaraí - DDD 21,24230251,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/oculos-de-sol-versace-com-logo-993859033
216,Ontem,22:01,1009939803,Garrafa Stanley ,380.0,Rio de Janeiro, Vargem Grande - DDD 21,22785050,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/garrafa-stanley-1009939803
217,Ontem,22:01,1012164332,01 Grampo de Cabelo Alice no Pais das Maravilhas,19.0,Rio de Janeiro, Tijuca - DDD 21,20550970,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/01-grampo-de-cabelo-alice-no-pais-das-maravilhas-1012164332
218,Ontem,22:01,1004037239,RELOGIO G SHOCK 3230,150.0,Rio de Janeiro, Anil - DDD 21,22765008,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-g-shock-3230-1004037239
219,Ontem,22:01,1009107864,Relógio Masculino Skmei ORIGINAL Esportivo. A PROVA D ÁGUA ,79.0,Campos dos Goytacazes, Parque Penha - DDD 22,28021245,https://rj.olx.com.br/norte-do-estado-do-rio/bijouteria-relogios-e-acessorios/relogio-masculino-skmei-original-esportivo-a-prova-d-agua-1009107864
220,Ontem,22:01,1007930435,Óculos Redonda Amarelo ,50.0,Rio de Janeiro, Vicente de Carvalho - DDD 21,21235000,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/oculos-redonda-amarelo-1007930435
221,Ontem,22:01,1012776433,Apple Watch 6 44mm,2500.0,São Pedro da Aldeia, Base Aero Naval - DDD 22,28944014,https://rj.olx.com.br/norte-do-estado-do-rio/bijouteria-relogios-e-acessorios/apple-watch-6-44mm-1012776433
222,Ontem,22:01,1009103580,Relogio Technos Skydiver Masculino,200.0,Rio de Janeiro, Irajá - DDD 21,21235070,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/relogio-technos-skydiver-masculino-1009103580
223,Ontem,22:01,1012777321,Roupas infantis atacado,10.0,Rio de Janeiro, Colégio - DDD 21,21235320,https://rj.olx.com.br/rio-de-janeiro-e-regiao/bijouteria-relogios-e-acessorios/roupas-infantis-atacado-1012777321
